446,82,274
447,190,457
448,393,550
449,57,389
450,351,254
451,380,428
452,53,658
453,298,536
454,231,152
455,375,441
456,274,465
457,332,450
458,194,41
459,380,489
460,2,194
461,374,384
462,80,231
463,103,364
464,128,583
465,150,203
466,95,640
467,363,534
468,253,358
469,66,475
470,275,80
471,333,405
472,50,9
473,0,126
474,337,643
475,129,406
476,368,422
477,304,603
478,226,632
479,366,235
480,306,377
481,243,104
482,388,419
483,240,297
484,386,531
485,191,18
486,363,430
487,167,375
488,307,648
489,361,91
490,312,516
491,240,244
492,354,656
493,179,562
494,296,506
495,262,597
496,189,380
497,256,22
498,171,576
499,225,544
500,373,371
501,83,179
502,78,612
503,277,328
504,176,217
505,167,299
506,187,128
507,333,676
508,200,17
509,269,460
510,28,103
511,257,575
512,160,490
513,52,614
514,256,254
515,25,34
516,244,56
517,47,212
518,346,104
519,233,680
520,236,59
521,14,332
522,333,474
523,395,485
524,125,467
525,277,691
526,159,628
527,160,308
528,47,31
529,194,48
530,27,50
531,40,553
532,296,385
533,177,497
534,137,203
535,356,532
536,248,639
537,33,375
538,29,318
539,298,578
540,71,109
541,42,394
542,104,651
543,120,95
544,67,515
545,172,692
546,136,662
547,41,302
548,73,493
549,382,182
550,376,402
551,282,236
552,276,331
553,37,141
